"Name","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","cat_embedding_dim","diffusion_beta_end","diffusion_beta_start","diffusion_steps","epochs","method","metric.goal","metric.name","mlp_activation","mlp_dim","mlp_lr","name","parameters.batch_sizes","parameters.cat_embedding_dims","parameters.diffusion_beta_end.distribution","parameters.diffusion_beta_end.max","parameters.diffusion_beta_end.min","parameters.diffusion_beta_start.distribution","parameters.diffusion_beta_start.max","parameters.diffusion_beta_start.min","parameters.diffusion_steps.distribution","parameters.diffusion_steps.max","parameters.diffusion_steps.min","parameters.epochs.distribution","parameters.epochs.max","parameters.epochs.min","parameters.mlp_activations","parameters.mlp_dims","parameters.mlp_lr.distribution","parameters.mlp_lr.max","parameters.mlp_lr.min","Column Pair Trends","Column Shapes","Data Structure","Data Validity","Jensen Shannon Distance","Kolmogorov Smirnov Test","Loss"
"glamorous-sweep-19","","finished","-","","","2024-07-17T09:57:11.000Z","878","u1uufs3s","5000","2","0.004313522475374219","0.000173528834468435","777","698","","","","relu","[2048,2048,2048]","0.00016749358563455927","","","","","","","","","","","","","","","","","","","","","0.5758072303911524","0.9385826315789472","1","1","0.21978907973789505","0.9474331578947368","0.36343854665756226"
"glorious-sweep-28","","finished","-","","","2024-07-17T12:34:01.000Z","1222","u1uufs3s","5000","2","0.0032396404942605828","0.0003447725371020907","438","977","","","","relu","[2048,2048,2048]","0.0006816750778545815","","","","","","","","","","","","","","","","","","","","","0.5779694347313066","0.9372173684210526","1","1","0.2198238780143223","0.9480036842105262","0.3614818751811981"
"faithful-sweep-18","","finished","-","","","2024-07-17T09:42:21.000Z","887","u1uufs3s","5000","2","0.002169103461228882","0.000020174531143139616","800","703","","","","tanh","[2048,2048,2048]","0.0008185381559025504","","","","","","","","","","","","","","","","","","","","","0.5768462773964517","0.9283342105263156","1","1","0.21983294299875905","0.9331105263157894","0.4477989077568054"
"happy-sweep-21","","finished","-","","","2024-07-17T10:24:19.000Z","2061","u1uufs3s","5000","4","0.004174902078491697","0.0006298460293768061","851","602","","","","relu","[2048,2048,2048]","0.0005679797316063293","","","","","","","","","","","","","","","","","","","","","0.5756076882687253","0.9240036842105264","1","1","0.2198643010772109","0.9321452631578948","0.23570683598518372"
"decent-sweep-19","","finished","-","","","2024-07-17T08:39:54.000Z","619","u1uufs3s","5000","4","0.003117237218294338","0.0008456318543276769","836","489","","","","tanh","[2048,2048,2048]","0.0009110704709978536","","","","","","","","","","","","","","","","","","","","","0.5809484787622888","0.9411131578947368","1","1","0.2198781880453563","0.9488315789473686","0.25347691774368286"
"good-sweep-35","","finished","-","","","2024-07-17T14:13:25.000Z","354","u1uufs3s","5000","2","0.0062316678758957845","0.000689273661109249","963","261","","","","tanh","[2048,2048,2048]","0.0006249270822982088","","","","","","","","","","","","","","","","","","","","","0.5684130944935354","0.9297626315789472","1","1","0.2198829932615545","0.9355589473684208","0.30385392904281616"
"swift-sweep-25","","finished","-","","","2024-07-17T11:43:13.000Z","1126","u1uufs3s","5000","4","0.00611537923858681","0.00008545910457200624","918","891","","","","tanh","[2048,2048,2048]","0.000012562913848760585","","","","","","","","","","","","","","","","","","","","","0.5710549648627816","0.9269594736842104","1","1","0.21988639797651868","0.937688947368421","0.3226082921028137"
"valiant-sweep-18","","finished","-","","","2024-07-17T08:20:57.000Z","1135","u1uufs3s","5000","4","0.001300719553866049","0.0004161469710645397","782","912","","","","tanh","[2048,2048,2048]","0.0009049615316950692","","","","","","","","","","","","","","","","","","","","","0.5781555651673205","0.932743157894737","1","1","0.2198869848717911","0.9447226315789472","0.299037367105484"
"hopeful-sweep-29","","finished","-","","","2024-07-17T12:54:27.000Z","320","u1uufs3s","5000","2","0.0024159947934995693","0.0004691031748633295","816","233","","","","relu","[2048,2048,2048]","0.0006874847900232092","","","","","","","","","","","","","","","","","","","","","0.5766785696665202","0.9374678947368422","1","1","0.21988763472465547","0.9472421052631578","0.3919290006160736"
"major-sweep-16","","finished","-","","","2024-07-17T09:20:50.000Z","196","u1uufs3s","5000","2","0.011582167325880712","0.0000672390945362564","941","131","","","","tanh","[2048,2048,2048]","0.0008609454869337939","","","","","","","","","","","","","","","","","","","","","0.5602103419567264","0.9283747368421054","1","1","0.21988846770338957","0.9434147368421052","0.277675598859787"
"eager-sweep-32","","finished","-","","","2024-07-17T13:40:39.000Z","915","u1uufs3s","5000","2","0.011765556967267264","0.000031394322245540024","502","717","","","","tanh","[2048,2048,2048]","0.0002406695775268468","","","","","","","","","","","","","","","","","","","","","0.5580793850643793","0.9311652631578946","1","1","0.21990192935146785","0.9429242105263156","0.2509623169898987"
"ethereal-sweep-27","","finished","-","","","2024-07-17T12:17:26.000Z","992","u1uufs3s","5000","4","0.0011401785903472276","0.00004354780469726204","760","781","","","","tanh","[2048,2048,2048]","0.0009457071742584056","","","","","","","","","","","","","","","","","","","","","0.5621286513318217","0.8804631578947368","1","1","0.21990496325093037","0.90128","0.32636213302612305"
"crisp-sweep-40","","finished","-","","","2024-07-17T02:27:19.000Z","1799","u1uufs3s","5000","8","0.001400838406286333","0.0004400999337108557","991","561","","","","relu","[2048,2048,2048]","0.0006638251897729566","","","","","","","","","","","","","","","","","","","","","0.5672530493896903","0.8963268421052631","1","1","0.21993417697751935","0.916982105263158","0.17585864663124084"
"treasured-sweep-30","","finished","-","","","2024-07-17T12:59:50.000Z","1186","u1uufs3s","5000","2","0.011336600911197182","0.0004611615294895567","928","944","","","","tanh","[2048,2048,2048]","0.00038714368363064","","","","","","","","","","","","","","","","","","","","","0.5629803085158442","0.9354742105263156","1","1","0.21993539789751856","0.94848","0.23648393154144287"
"sweet-sweep-17","","finished","-","","","2024-07-17T09:24:11.000Z","1087","u1uufs3s","5000","2","0.0012248094269155451","0.0007330884329666636","707","872","","","","tanh","[2048,2048,2048]","0.0005428953319778691","","","","","","","","","","","","","","","","","","","","","0.5707874983690407","0.9075321052631578","1","1","0.21999967431168535","0.925003684210526","0.4116884768009186"
"fanciful-sweep-31","","finished","-","","","2024-07-17T13:19:40.000Z","1254","u1uufs3s","5000","2","0.011597455551822032","0.0007071181346531706","971","998","","","","tanh","[2048,2048,2048]","0.0004317519870046632","","","","","","","","","","","","","","","","","","","","","0.5533460991192558","0.9287857894736844","1","1","0.2200480349696556","0.9412742105263158","0.22664999961853027"
"eager-sweep-24","","finished","-","","","2024-07-17T11:32:02.000Z","665","u1uufs3s","5000","2","0.0017036317339570234","0.0006474637628896359","716","514","","","","tanh","[2048,2048,2048]","0.0001488440105455973","","","","","","","","","","","","","","","","","","","","","0.5691174937113743","0.9018515789473684","1","1","0.22004920067344305","0.9179636842105262","0.4182993769645691"
"morning-sweep-17","","finished","-","","","2024-07-17T08:09:56.000Z","657","u1uufs3s","5000","8","0.01713869544708954","0.0005411501517783608","860","520","","","","tanh","[2048,2048,2048]","0.000991560474010058","","","","","","","","","","","","","","","","","","","","","0.5630353880524629","0.8990731578947369","1","1","0.2206800607322107","0.9034663157894738","0.1000906229019165"
"dandy-sweep-39","","finished","-","","","2024-07-17T02:09:45.000Z","1050","u1uufs3s","5000","4","0.023276979349059913","0.0006175022970517515","924","313","","","","relu","[2048,2048,2048]","0.0007913145737520425","","","","","","","","","","","","","","","","","","","","","0.5508781100495098","0.8911952631578948","1","1","0.22113536833519684","0.9003515789473685","0.12236247956752776"
"copper-sweep-37","","finished","-","","","2024-07-17T01:44:59.000Z","637","u1uufs3s","5000","2","0.05810189880727397","0.0004768861457777236","962","173","","","","lrelu","[2048,2048,2048]","0.0008457392110174141","","","","","","","","","","","","","","","","","","","","","0.4890394764978553","0.6597310526315789","1","1","0.22773874316022844","0.6811457894736842","0.12280979007482529"
"elated-sweep-38","","finished","-","","","2024-07-17T01:55:38.000Z","845","u1uufs3s","5000","4","0.07257522130095868","0.0006912240248407677","969","242","","","","lrelu","[2048,2048,2048]","0.0009163414904547364","","","","","","","","","","","","","","","","","","","","","0.48612294768423514","0.5463236842105264","1","1","0.23096522052575655","0.5757315789473685","0.0781116932630539"
"royal-sweep-4","","finished","-","","","2024-07-17T00:25:53.000Z","1561","u1uufs3s","5000","8","0.06498680503000724","0.0007159143071803072","311","520","","","","tanh","[1024,1024,1024,1024]","0.0008117506654916","","","","","","","","","","","","","","","","","","","","","0.5390650372238707","0.5790410526315789","1","1","0.23186979672660024","0.5976636842105262","0.05558156222105026"
"toasty-sweep-16","","finished","-","","","2024-07-17T07:59:59.000Z","594","u1uufs3s","5000","8","0.092769867766038","0.00022564178359765947","1000","465","","","","tanh","[2048,2048,2048]","0.0004331333187911162","","","","","","","","","","","","","","","","","","","","","0.5274287598319888","0.5801073684210526","1","1","0.23259255785005525","0.5958136842105263","0.05550699308514595"
"super-sweep-2","","finished","-","","","2024-07-16T23:37:16.000Z","1485","u1uufs3s","5000","8","0.06815545798692059","0.0006334995908867906","549","638","","","","tanh","[512,512,512]","0.0007183885222071044","","","","","","","","","","","","","","","","","","","","","0.5406899876971752","0.5370978947368421","1","1","0.23310710856823125","0.5753278947368421","0.06362663209438324"
"apricot-sweep-5","","finished","-","","","2024-07-17T00:52:00.000Z","900","u1uufs3s","5000","8","0.07303134257687796","0.0007733492040125017","216","295","","","","tanh","[1024,1024,1024,1024]","0.000487215856738892","","","","","","","","","","","","","","","","","","","","","0.5336372894327222","0.5327436842105264","1","1","0.2332178301010556","0.5551031578947367","0.06029246002435684"
"earthy-sweep-1","","finished","-","","","2024-07-16T23:21:28.000Z","947","u1uufs3s","5000","8","0.046068280835387616","0.0006035876030839208","504","383","","","","lrelu","[512,512,512]","0.0006250472545613741","","","","","","","","","","","","","","","","","","","","","0.48392514354510513","0.3964247368421053","1","1","0.2344638697204458","0.4181473684210526","0.10573236644268036"
"kind-sweep-3","","finished","-","","","2024-07-17T00:02:05.000Z","1426","u1uufs3s","5000","8","0.07166358388792474","0.0005220346402641057","465","607","","","","lrelu","[512,512,512]","0.0004986865929608377","","","","","","","","","","","","","","","","","","","","","0.5135334570426541","0.3765478947368421","1","1","0.235193796249458","0.4168505263157895","0.09008070081472395"
