"Name","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","discriminator_decay","discriminator_dim","discriminator_lr","discriminator_steps","embedding_dim","epochs","generator_decay","generator_dim","generator_lr","method","metric.goal","metric.name","name","pac","parameters.batch_sizes","parameters.discriminator_decay.distribution","parameters.discriminator_decay.max","parameters.discriminator_decay.min","parameters.discriminator_dims","parameters.discriminator_lr.distribution","parameters.discriminator_lr.max","parameters.discriminator_lr.min","parameters.discriminator_steps.distribution","parameters.discriminator_steps.max","parameters.discriminator_steps.min","parameters.embedding_dims","parameters.epochs.distribution","parameters.epochs.max","parameters.epochs.min","parameters.generator_decay.distribution","parameters.generator_decay.max","parameters.generator_decay.min","parameters.generator_dims","parameters.generator_lr.distribution","parameters.generator_lr.max","parameters.generator_lr.min","parameters.pac.distribution","parameters.pac.max","parameters.pac.min","parameters.pacs","Column Pair Trends","Column Shapes","Data Structure","Data Validity","Discriminator Loss","Generator Loss","Jensen Shannon Distance","Kolmogorov Smirnov Test"
"fluent-sweep-18","","finished","-","","","2024-07-18T00:57:58.000Z","4039","8dscbli5","5000","0.006606956113549512","[128,128]","0.00007067911531928974","13","64","217","0.03148357526065604","[512,512]","0.00009089185853826898","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","0.562603733722902","0.9066563157894736","1","1","-0.3336660861968994","0.06302587687969208","0.21951373358454104","0.9197015789473684"
"woven-sweep-7","","finished","-","","","2024-07-17T10:59:29.000Z","9640","8dscbli5","5000","0.00313775639127189","[512,512]","0.0003760495888730427","4","64","687","0.020620162571801673","[512,512]","0.0001959131916475748","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5607905950507447","0.9091152631578948","1","1","-0.7497988939285278","-0.31329435110092163","0.2195149097154813","0.921017894736842"
"glowing-sweep-31","","finished","-","","","2024-07-18T10:14:34.000Z","4215","8dscbli5","5000","0.001867214093361258","[512,512]","0.0002456515900261079","5","64","233","0.014583480442352876","[512,512]","0.000041532657495182466","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5646625379199693","0.9105052631578948","1","1","-0.456280380487442","-0.38400688767433167","0.2195153902340647","0.9238163157894738"
"earnest-sweep-19","","finished","-","","","2024-07-18T02:05:22.000Z","3932","8dscbli5","5000","0.004272125483181378","[512,512]","0.0003923822354631289","5","256","538","0.0009131272360253962","[512,512]","0.00017466580836234837","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5677624283999073","0.8979215789473685","1","1","-0.2845660448074341","-1.037353754043579","0.21952380641572625","0.912388947368421"
"fiery-sweep-25","","finished","-","","","2024-07-18T07:27:01.000Z","989","8dscbli5","5000","0.014406742788874044","[256,256]","0.00016391814201293018","4","32","156","0.04681783312254456","[512,512]","0.00007032115640672564","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5622298962947003","0.9045973684210528","1","1","-0.3837919533252716","0.08525090664625168","0.2195342797165221","0.918934210526316"
"fluent-sweep-23","","finished","-","","","2024-07-18T06:16:31.000Z","4228","8dscbli5","5000","0.0028733630151408455","[256,256]","0.00016956923063972442","14","32","212","0.02760180699609804","[512,512]","0.000014919485049114823","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5614431858705656","0.9089726315789474","1","1","-0.5185565948486328","-0.42923834919929504","0.21954215084325823","0.9224894736842104"
"restful-sweep-21","","finished","-","","","2024-07-18T04:13:24.000Z","7380","8dscbli5","5000","0.011980584649676052","[256,256]","0.00010271458620424456","14","32","372","0.005276903383245835","[512,512]","0.0000882339463657334","","","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5650392775719788","0.90376","1","1","-0.28040197491645813","-0.2376021444797516","0.21954372445192544","0.9180684210526316"
"northern-sweep-10","","finished","-","","","2024-07-17T17:57:54.000Z","11255","8dscbli5","5000","0.0024484088845543265","[256,256]","0.00011886247273349145","7","256","477","0.012720142883997526","[512,512]","0.0000972169293305032","","","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5626287543767721","0.9065836842105264","1","1","-0.5155351161956787","-0.78853839635849","0.2195439423271703","0.9198326315789472"
"dashing-sweep-11","","finished","-","","","2024-07-17T21:05:31.000Z","1444","8dscbli5","5000","0.011737057484800572","[512,512]","0.000041976134501811353","2","64","181","0.012678460962561157","[512,512]","0.00005296788914102769","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","0.564088296547924","0.8914747368421052","1","1","-0.33125001192092896","-0.04899267107248306","0.21954798144066032","0.9053268421052632"
"golden-sweep-3","","finished","-","","","2024-07-17T02:29:55.000Z","3586","8dscbli5","5000","0.001681228753379177","[512,512]","0.00007309161977646094","3","256","793","0.042796687116076974","[256,256]","0.000013742227044274376","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5629872902190409","0.91226","1","1","-0.5219600796699524","0.2360229641199112","0.21955675688911003","0.9233931578947367"
"fiery-sweep-6","","finished","-","","","2024-07-17T09:33:37.000Z","5148","8dscbli5","5000","0.010806913852923272","[512,512]","0.0005378632356615591","3","256","502","0.037475120998805504","[512,512]","0.000055564619548194125","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5618218629969193","0.9066742105263158","1","1","-0.550823450088501","-1.086561918258667","0.2195995298526451","0.9204768421052631"
"lilac-sweep-16","","finished","-","","","2024-07-18T00:14:03.000Z","879","8dscbli5","5000","0.002168777771458219","[128,128]","0.00026165205935120697","2","64","269","0.0002466576254323394","[256,256]","0.0000911733975551975","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5675506101521828","0.8964247368421053","1","1","-0.14344851672649384","0.018509825691580772","0.2196130617469904","0.9109510526315788"
"skilled-sweep-22","","finished","-","","","2024-07-18T05:37:50.000Z","4884","8dscbli5","5000","0.010349785032530971","[512,512]","0.000026556386083082992","8","256","179","0.03336328878706669","[128,128]","0.00012134975585546531","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5584436183413732","0.9040526315789472","1","1","-0.6619325876235962","0.12717735767364502","0.21961929493100132","0.9166805263157896"
"polar-sweep-17","","finished","-","","","2024-07-18T00:28:45.000Z","1747","8dscbli5","5000","0.0054667557964229565","[512,512]","0.0004965150336518336","8","256","147","0.018767636708864666","[256,256]","0.000011642644848029","","","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5490065024786769","0.8981336842105264","1","1","-1.9551867246627808","0.18229925632476807","0.21962411006259344","0.9146663157894735"
"ethereal-sweep-26","","finished","-","","","2024-07-18T07:43:32.000Z","2630","8dscbli5","5000","0.0016226377684191052","[512,512]","0.000013550432960345002","15","32","121","0.02090763630933152","[256,256]","0.00011374269396677804","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5623808282773088","0.8999121052631579","1","1","-0.5255423188209534","-0.5971202850341797","0.21962962245383472","0.9140163157894736"
"usual-sweep-4","","finished","-","","","2024-07-17T03:29:47.000Z","13107","8dscbli5","5000","0.003993828427219104","[256,256]","0.0006023397702516096","14","64","678","0.023370424742192905","[128,128]","0.00002472654562159023","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5619291468766925","0.9023457894736844","1","1","-0.4796872138977051","-1.539828538894653","0.21967926706983423","0.9168210526315792"
"golden-sweep-2","","finished","-","","","2024-07-17T02:09:19.000Z","1231","8dscbli5","5000","0.026597263440143497","[128,128]","0.0002836158453448162","6","32","136","0.009494787733354866","[128,128]","0.0005333211794286437","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5605732067660504","0.8950615789473685","1","1","-0.386065661907196","0.09244425594806673","0.21975092965697104","0.9094042105263156"
"leafy-sweep-15","","finished","-","","","2024-07-17T23:46:55.000Z","31424","8dscbli5","5000","0.01978204603606623","[512,512]","0.00004421188195580809","10","256","933","0.0005053070895604473","[512,512]","0.0002078150030227812","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","0.563591168434932","0.8938763157894737","1","1","-0.17623110115528107","0.0021920506842434406","0.21975812572456857","0.9077494736842104"
"efficient-sweep-12","","finished","-","","","2024-07-17T21:29:38.000Z","29288","8dscbli5","5000","0.0032650017724071834","[512,512]","0.0002494881702030184","12","32","780","0.001559716431142183","[512,512]","0.000022600575051921825","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5654685585003941","0.896126842105263","1","1","-0.35426485538482666","-1.5643078088760376","0.21988890161612412","0.9092336842105264"
"fanciful-sweep-13","","finished","-","","","2024-07-17T22:33:23.000Z","6037","8dscbli5","5000","0.042614897043148206","[512,512]","0.00011524682333741416","5","64","849","0.0006234364747697452","[256,256]","0.000045445239210671856","","","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5601870776201264","0.8839457894736842","1","1","-0.19564703106880188","-0.413374662399292","0.21989688848330224","0.8982257894736841"
"dark-sweep-1","","finished","-","","","2024-07-16T23:09:28.000Z","10773","8dscbli5","5000","0.02024409597682858","[256,256]","0.0008096846113294874","10","256","778","0.04012419381643514","[128,128]","0.000919044354173548","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5558934475111331","0.8833405263157893","1","1","-0.8066722750663757","0.21749195456504825","0.22018812659220727","0.9004463157894737"
