"Name","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","compress_dims","decompress_dims","embedding_dim","epochs","l2scale","learning_rate","loss_factor","method","metric.goal","metric.name","name","parameters.batch_sizes","parameters.compress_dimss","parameters.decompress_dimss","parameters.embedding_dims","parameters.epochs.distribution","parameters.epochs.max","parameters.epochs.min","parameters.l2scale.distribution","parameters.l2scale.max","parameters.l2scale.min","parameters.learning_rate.distribution","parameters.learning_rate.max","parameters.learning_rate.min","parameters.loss_factor.distribution","parameters.loss_factor.max","parameters.loss_factor.min","Column Pair Trends","Column Shapes","Data Structure","Data Validity","Jensen Shannon Distance","Kolmogorov Smirnov Test","Loss"
"treasured-sweep-5","","finished","-","","","2024-07-17T00:38:09.000Z","1323","tl4skgvg","5000","[512,512]","[256,256]","32","619","0.000452208910174396","0.0006088176593007052","3","","","","","","","","","","","","","","","","","","","","","0.5359212883800293","0.7983684210526316","1","1","0.22131649083310584","0.8298989473684211","-46.44624710083008"
"jumping-sweep-2","","finished","-","","","2024-07-16T23:36:27.000Z","1849","tl4skgvg","5000","[256,256]","[128,128]","64","880","0.0009943762241823154","0.0004094706711225681","4","","","","","","","","","","","","","","","","","","","","","0.5328479719040057","0.7737399999999999","1","1","0.22135495167743025","0.7962457894736842","-81.63604736328125"
"feasible-sweep-10","","finished","-","","","2024-07-17T02:09:40.000Z","429","tl4skgvg","5000","[256,256]","[128,128]","256","112","0.0008348833131826003","0.0007553926916228197","5","","","","","","","","","","","","","","","","","","","","","0.5279599308825986","0.8122426315789474","1","1","0.2213616554223075","0.8294578947368421","-54.63624572753906"
"avid-sweep-1","","finished","-","","","2024-07-16T23:20:59.000Z","926","tl4skgvg","5000","[512,512]","[128,128]","32","376","0.0003455008761365178","0.0005522625976829796","5","","","","","","","","","","","","","","","","","","","","","0.5275517289284903","0.7787378947368421","1","1","0.2213630160346564","0.8058789473684209","-99.3015365600586"
"colorful-sweep-7","","finished","-","","","2024-07-17T01:34:02.000Z","938","tl4skgvg","5000","[512,512]","[128,128]","256","413","0.00033352212040394847","0.00032899087176845547","3","","","","","","","","","","","","","","","","","","","","","0.5360042327766681","0.7611594736842106","1","1","0.22138131795245664","0.7954378947368421","-40.456390380859375"
"neat-sweep-25","","finished","-","","","2024-07-17T06:07:41.000Z","1770","tl4skgvg","5000","[256,256]","[256,256]","32","766","0.0008436054553958508","0.00093336232197974","5","","","","","","","","","","","","","","","","","","","","","0.5432839981934695","0.8015484210526317","1","1","0.2214638355383778","0.8306668421052632","-83.30005645751953"
"grateful-sweep-11","","finished","-","","","2024-07-17T02:16:53.000Z","1513","tl4skgvg","5000","[256,256]","[256,256]","32","703","0.0008639361367226137","0.0006202675230652554","5","","","","","","","","","","","","","","","","","","","","","0.5366891418549368","0.7794273684210528","1","1","0.22151893853859353","0.8070742105263158","-127.82406616210938"
"young-sweep-18","","finished","-","","","2024-07-17T04:35:30.000Z","450","tl4skgvg","5000","[128,128]","[128,128]","256","121","0.0003443011876924886","0.0005453475456713804","1","","","","","","","","","","","","","","","","","","","","","0.5423478775885466","0.8012531578947368","1","1","0.22160337566332608","0.8168852631578948","16.175159454345703"
"floral-sweep-19","","finished","-","","","2024-07-17T04:43:05.000Z","606","tl4skgvg","5000","[512,512]","[512,512]","64","201","0.0001983591509363816","0.00006356278368189376","2","","","","","","","","","","","","","","","","","","","","","0.543955142351163","0.7863215789473683","1","1","0.22162564887301092","0.8123747368421051","29.98027229309082"
"lilac-sweep-6","","finished","-","","","2024-07-17T01:00:17.000Z","2019","tl4skgvg","5000","[128,128]","[256,256]","256","970","0.000467862429791208","0.0005273377669745041","4","","","","","","","","","","","","","","","","","","","","","0.5374518010850368","0.7822968421052632","1","1","0.2216593622830497","0.8129805263157895","-89.68023681640625"
"jumping-sweep-13","","finished","-","","","2024-07-17T03:10:54.000Z","1467","tl4skgvg","5000","[512,512]","[512,512]","64","689","0.0009758780472341216","0.00003784500571161867","4","","","","","","","","","","","","","","","","","","","","","0.5312410708234944","0.7718973684210527","1","1","0.22180104594883804","0.7999163157894739","-55.2360954284668"
"worldly-sweep-4","","finished","-","","","2024-07-17T00:23:23.000Z","884","tl4skgvg","5000","[512,512]","[256,256]","256","354","0.00035421826307277754","0.0006840152694507827","5","","","","","","","","","","","","","","","","","","","","","0.5315231066476732","0.7779089473684211","1","1","0.22183845996379295","0.804042105263158","-112.2426300048828"
