"Name","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","attribute_discriminator_beta1","attribute_discriminator_learning_rate","attribute_gradient_penalty_coef","attribute_loss_coef","attribute_noise_dim","attribute_num_layers","attribute_num_units","batch_size","discriminator_beta1","discriminator_learning_rate","discriminator_rounds","epochs","feature_noise_dim","feature_num_layers","feature_num_units","generator_beta1","generator_learning_rate","generator_rounds","gradient_penalty_coef","method","metric.goal","metric.name","name","parameters.attribute_discriminator_beta1.distribution","parameters.attribute_discriminator_beta1.max","parameters.attribute_discriminator_beta1.min","parameters.attribute_discriminator_learning_rate.distribution","parameters.attribute_discriminator_learning_rate.max","parameters.attribute_discriminator_learning_rate.min","parameters.attribute_gradient_penalty_coef.distribution","parameters.attribute_gradient_penalty_coef.max","parameters.attribute_gradient_penalty_coef.min","parameters.attribute_loss_coef.distribution","parameters.attribute_loss_coef.max","parameters.attribute_loss_coef.min","parameters.attribute_noise_dim.distribution","parameters.attribute_noise_dim.max","parameters.attribute_noise_dim.min","parameters.attribute_num_layers.distribution","parameters.attribute_num_layers.max","parameters.attribute_num_layers.min","parameters.attribute_num_units.distribution","parameters.attribute_num_units.max","parameters.attribute_num_units.min","parameters.batch_sizes","parameters.discriminator_beta1.distribution","parameters.discriminator_beta1.max","parameters.discriminator_beta1.min","parameters.discriminator_learning_rate.distribution","parameters.discriminator_learning_rate.max","parameters.discriminator_learning_rate.min","parameters.discriminator_rounds.distribution","parameters.discriminator_rounds.max","parameters.discriminator_rounds.min","parameters.epochs.distribution","parameters.epochs.max","parameters.epochs.min","parameters.feature_noise_dim.distribution","parameters.feature_noise_dim.max","parameters.feature_noise_dim.min","parameters.feature_num_layers.distribution","parameters.feature_num_layers.max","parameters.feature_num_layers.min","parameters.feature_num_units.distribution","parameters.feature_num_units.max","parameters.feature_num_units.min","parameters.generator_beta1.distribution","parameters.generator_beta1.max","parameters.generator_beta1.min","parameters.generator_learning_rate.distribution","parameters.generator_learning_rate.max","parameters.generator_learning_rate.min","parameters.generator_rounds.distribution","parameters.generator_rounds.max","parameters.generator_rounds.min","parameters.gradient_penalty_coef.distribution","parameters.gradient_penalty_coef.max","parameters.gradient_penalty_coef.min","parameters.sample_lens","sample_len","Column Pair Trends","Column Shapes","Data Structure","Data Validity","Discriminator Loss","Generator Loss","Jensen Shannon Distance","Kolmogorov Smirnov Test"
"lilac-sweep-29","","finished","-","","","2024-07-10T11:05:02.000Z","279","RealBank","0.5533397803741238","0.0027553704941884","6.228849467260486","1.675569585164741","9","2","456","5000","0.7033797541928226","0.001580156284762093","5","341","9","3","308","0.5485810898173692","0.0011831997615023555","","13.076972059641925","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","0.7803824927502765","0.5292373065833934","1","0.931365366220974","0.051394822727888825","-0.25313466787338257","0.05218293741845245","0.5292373065833934"
"dulcet-sweep-28","","finished","-","","","2024-07-10T11:00:34.000Z","1634","RealBank","0.5451350277076232","0.0010641749820516162","6.808299331165717","2.00225116192367","12","5","442","5000","0.6947058149454708","0.0008820913713590443","10","320","12","3","253","0.93537728227503","0.00350278886933338","","7.619154799231537","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","0.7478443397327699","0.3641507265085495","1","0.9486509709572092","-0.00423359121195972","0.14322632551193237","0.052956512169511825","0.3713725802406206"
"soft-sweep-26","","finished","-","","","2024-07-10T10:56:11.000Z","575","RealBank","0.8325821360433883","0.004929508624906529","5.591842668805316","1.1615309993923355","9","5","230","5000","0.9644108223840424","0.001688118071443383","6","696","15","5","352","0.20377525904990929","0.004658868451396977","","8.760938909041085","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","0.7416863839612295","0.387881540429394","1","0.985302123026674","0.0013035972321328395","-0.05863393098115921","0.052065325854659734","0.39269965604761886"
"solar-sweep-25","","finished","-","","","2024-07-10T10:49:24.000Z","538","RealBank","0.4126588680361769","0.001188583459147482","7.844655567457158","1.0817537180658765","6","5","311","5000","0.8269758500203732","0.0014916566367409489","4","913","12","4","276","0.4643083041898224","0.004720350698052569","","6.87859313216282","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","0.7823529929943795","0.4783591243501155","1","0.9634233710911028","0.0012630995188374072","-0.09400198608636856","0.05260257765986163","0.4821262125444795"
"expert-sweep-24","","finished","-","","","2024-07-10T10:40:42.000Z","508","RealBank","0.8547403175667301","0.004770674944657181","5.483373600963583","1.834975343217538","9","5","291","5000","0.830779008188528","0.0006610686426998223","5","617","12","4","220","0.4369303312797728","0.003853887996355986","","7.9084750254331295","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","0.7816414300463463","0.37979176151817823","1","0.961698990821878","0.006363969296216965","-0.0739843100309372","0.05316160065971252","0.3823780696931766"
"deep-sweep-23","","failed","-","","","2024-07-10T10:39:37.000Z","991","RealBank","0.7294388425727576","0.003557596940591976","14.330581398788912","0.8182600990163529","12","3","349","5000","0.8462685542692556","0.004677511064381766","7","881","11","4","397","0.38863307175455025","0.004826192586804177","","6.719858613858097","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","0.009161015140957064","0.26925891637802124","",""
"distinctive-sweep-22","","failed","-","","","2024-07-10T10:33:02.000Z","391","RealBank","0.3237447295743599","0.0015658948730537213","10.436738797846198","2.459351830989596","14","4","252","5000","0.6631920240286242","0.00044724967088405695","2","871","10","3","447","0.3045678143515665","0.0017846832803821945","","8.67115592094662","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","0.008801283780485392","-0.2907624840736389","",""
"absurd-sweep-21","","failed","-","","","2024-07-10T10:29:59.000Z","178","RealBank","0.2989963987949582","0.00110302482677513","10.427861472145494","1.766388698279375","15","2","380","5000","0.32621886591533167","0.002593181746081913","1","619","10","5","465","0.5827653920403666","0.0012895344190434394","","7.670458691882766","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","1.0206236839294434","NaN","",""
"divine-sweep-20","","finished","-","","","2024-07-10T10:29:08.000Z","690","RealBank","0.8940567421706871","0.0022127173785240783","7.22044914083627","0.5087533409099363","6","5","252","5000","0.8996037741745406","0.0008291199258959507","8","594","11","5","316","0.6789264131973858","0.004465656641977484","","6.565039813849722","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","0.7913965221136718","0.43329769543806235","1","0.9938056000463132","-0.0002377305390837137","0.17746835947036743","0.0521564729060831","0.4372952907116271"
"rural-sweep-19","","finished","-","","","2024-07-10T10:28:03.000Z","111","RealBank","0.21963873461104752","0.0027187387934690093","9.817910061650084","2.200578629254057","11","3","422","5000","0.8895091806748294","0.00011121857522243225","1","291","11","3","382","0.9739610865325664","0.0007607681471275887","","10.46653657326782","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","0.7008079798976756","0.2670466623478132","1","0.7195155144256941","0.23077520728111267","0.28172582387924194","0.05935561886309839","0.27724352446985284"
"crimson-sweep-18","","failed","-","","","2024-07-10T10:27:15.000Z","107","RealBank","0.36654719789395246","0.0031797605369880146","13.81163266243472","1.703631561436482","9","5","452","5000","0.6484068975262895","0.00431468130735708","1","492","5","3","305","0.6846782659305493","0.0011412171569166482","","14.162008218833057","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","","","","","0.020182952284812927","NaN","",""
"sleek-sweep-17","","finished","-","","","2024-07-10T10:22:59.000Z","299","RealBank","0.431683591521253","0.0011979946699457872","7.697485209707828","1.011421464954279","13","4","249","5000","0.29281351894928564","0.00013572088297919018","2","716","12","3","221","0.7287504366300186","0.002721109806195262","","14.973625259120864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","0.8124935299114117","0.1647041058763745","1","0.8278064337666986","0.08611400425434113","-0.0924203023314476","0.061885034724958106","0.16712527125267965"
"wise-sweep-16","","finished","-","","","2024-07-10T10:22:36.000Z","275","RealBank","0.22515693277399","0.004626059176270427","7.087005540974224","1.9555531453675592","12","2","494","5000","0.4509573729697679","0.0002619382496741651","4","420","9","3","367","0.9851446722868632","0.001303835274894369","","12.184768072085284","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","0.7720354105133457","0.45029644128462376","1","0.8354498048273707","3.000072240829468","-3.953756809234619","0.05442873620613093","0.4587273251719907"
"quiet-sweep-15","","failed","-","","","2024-07-10T10:22:23.000Z","30","RealBank","0.6760511232130961","0.0015958488091134338","11.736083018351588","2.067238799055802","5","4","134","5000","0.5637104003666868","0.0042314768951473595","9","499","11","5","293","0.407416720869947","0.0005820842990459919","","13.621328462929098","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","-0.015340777527954845","NaN","",""
"stellar-sweep-14","","finished","-","","","2024-07-10T10:18:14.000Z","2537","RealBank","0.667771763184464","0.0015836129960253983","5.064703964691923","2.0986483591399683","9","4","416","5000","0.2650233248162901","0.0018142356938547423","8","544","9","3","425","0.6580117968335768","0.0027080664302384723","","6.757905141599395","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","0.7818816131215517","0.47995976051825673","1","0.9616783953276844","-0.0002217505607404746","0.1855199933052063","0.05162274037269116","0.4814833138328444"
"faithful-sweep-13","","finished","-","","","2024-07-10T10:18:05.000Z","255","RealBank","0.8182276288838743","0.0016287343051149003","5.737606965046568","0.9869697003604604","6","5","260","5000","0.612261915705417","0.0018763804628406445","6","367","8","4","225","0.8245125559179829","0.0034425668387289186","","6.528169388972359","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","0.7719548970869516","0.4170291730969863","1","0.9771503534156992","0.0031024885489993417","0.17669856548309326","0.05195708203281102","0.419836760430465"
"vital-sweep-12","","finished","-","","","2024-07-10T10:17:48.000Z","284","RealBank","0.27786509049309216","0.00005727345288083877","8.951470135573967","2.857898915732387","15","4","246","5000","0.8491250353045308","0.002165884060029401","1","749","15","4","333","0.6209144008064893","0.001934850664918136","","12.407629535155555","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","0.6973216927834267","0.23198337697278096","1","0.9636363636363636","0.0055863214656710625","-0.3612224459648132","0.056369908661331715","0.23317828619608996"
"dry-sweep-11","","failed","-","","","2024-07-10T10:17:09.000Z","54","RealBank","0.42111161533063585","0.0031035244242896927","8.267010494171219","1.7782183201899795","13","2","281","5000","0.4198580546770727","0.002119684463339964","6","716","7","3","337","0.5111063160911682","0.004366170423207504","","7.3761924286244","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","2.5885848750670752","NaN","",""
"leafy-sweep-10","","finished","-","","","2024-07-10T10:13:00.000Z","285","RealBank","0.3112707713120905","0.0006520462648551228","10.945315262661488","2.683548031486838","11","4","236","5000","0.9075520915695224","0.003154908527808205","3","580","10","4","268","0.4909119642674414","0.003363883876670806","","6.6079781231825585","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","0.7280012492339912","0.24140263621444177","1","0.8454881532515544","0.003191049598778287","-0.1208495795726776","0.05608092902335912","0.246724169007756"
"hardy-sweep-9","","finished","-","","","2024-07-10T10:12:26.000Z","280","RealBank","0.4254516097072912","0.00200758447843259","8.977424713014383","1.5984678803373895","15","4","332","5000","0.5643402242917681","0.0017054509076608504","2","530","9","4","404","0.4730490714760713","0.0012410665087803537","","11.592993456695702","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","0.7907193923890544","0.3991381221470469","1","0.9741879876610416","0.014008557423949242","-0.1062622368335724","0.05482328133669772","0.4050857745310729"
"silvery-sweep-8","","finished","-","","","2024-07-10T10:08:48.000Z","212","RealBank","0.3048113121768794","0.00019903965470359177","8.21027828924651","2.048322936657762","14","3","139","5000","0.5657877737966113","0.0022667287718845268","2","575","11","5","287","0.3225701105263042","0.00183300656705205","","9.035149828966226","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","0.7791697770750119","0.5671883480940407","1","0.982308111050626","0.002615280565805733","-0.10107530653476716","0.051471632041326515","0.5671883480940407"
"wild-sweep-7","","failed","-","","","2024-07-10T10:05:15.000Z","209","RealBank","0.8023407269645773","0.0016939419938180615","14.70955303131072","0.5689864629757417","5","4","343","5000","0.30449268863501144","0.0023789460678586547","10","849","5","4","413","0.2545343876854791","0.002993409370771709","","11.156729814671705","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","0.08745723031461239","NaN","",""
"neat-sweep-6","","failed","-","","","2024-07-10T10:04:14.000Z","59","RealBank","0.955270852255125","0.002230310727052625","10.82851676919329","1.3367575913421887","10","2","152","5000","0.31657243681752467","0.002851970008130039","8","139","14","4","249","0.7361799941867637","0.0033800612250990117","","5.032403690018458","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","0.024858629563823342","NaN","",""
"dashing-sweep-5","","finished","-","","","2024-07-10T10:04:00.000Z","533","RealBank","0.2062432938651548","0.0008032981822228922","13.491650575470617","2.6666948948637765","10","5","493","5000","0.8640772620546469","0.002018743952203455","4","923","13","2","303","0.7415612257768955","0.0035678936220230476","","11.735391916069643","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","0.7316893443209566","0.2818683063890048","1","0.9489694634203304","0.01163051975890994","-0.10425671190023422","0.05461732689238053","0.2840818608068097"
"cosmic-sweep-4","","failed","-","","","2024-07-10T10:03:32.000Z","37","RealBank","0.569765539976991","0.0020273688560954483","5.593257460891997","2.8757068945344115","12","4","260","5000","0.37091825673891654","0.0029853196612108245","9","259","8","3","161","0.42411083999758503","0.0020878241015429033","","10.654067217766466","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","","","","","-0.004517492838203907","NaN","",""
"polished-sweep-3","","failed","-","","","2024-07-10T10:02:36.000Z","79","RealBank","0.5882931325660966","0.0013494003707848945","6.574309894898498","2.712796377816249","12","2","321","5000","0.4182915618126965","0.003167910594014659","7","215","9","2","381","0.36625619361244416","0.00207642320624394","","11.877600652176964","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","0.15632089121001108","NaN","",""
"trim-sweep-2","","finished","-","","","2024-07-10T10:02:06.000Z","81","RealBank","0.3275014362340467","0.003048685908231181","6.507590054943946","0.9178284396650668","11","3","444","5000","0.4942455279200559","0.0013109940835794073","4","100","5","2","301","0.9611996139272851","0.001577380190379045","","11.98394106835804","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","0.7690800345411434","0.40464106745667894","1","0.8163439124977586","3.657924234867096","0.11430703103542328","0.05466776271695601","0.40577502326546566"
"lilac-sweep-1","","finished","-","","","2024-07-10T09:59:47.000Z","1102","RealBank","0.6988500640262338","0.003541146889715365","7.339542882018856","2.862178079050368","8","3","502","5000","0.8919324501780015","0.0015836478116250262","8","227","11","4","404","0.3832050109959208","0.002082891445777822","","6.495310154310257","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","0.7463693589777743","0.52661193946328","1","0.9287971538736736","0.026620408898452297","0.10068114846944808","0.053004852980397026","0.5296494468406711"
